vehicle_brand,vehicle_type,battery_chemistry,drive_type,cycle_count,odometer_km,vehicle_age_years,capacity_loss_percent,cell_voltage_std,internal_resistance,thermal_runaway_risk,battery_stress_index,daily_distance,manufacturing_year,battery_capacity_kwh,depth_of_discharge,battery_failure
Audi,SUV,NMC,FWD,310.0,,8.17,23.95,0.02786,0.6903,77.5,82.6,73.6,2018.0,91.03,,1
Tesla,Crossover,NCA,FWD,158.0,55022.0,5.01,8.41,0.01268,0.4345,69.1,32.4,36.8,2021.0,75.14,37.66,0
BYD,Crossover,LFP,RWD,273.0,120504.0,6.07,1.16,0.00595,0.5694,15.0,0.4,68.3,,72.84,43.87,0
Hyundai,SUV,NMC,RWD,590.0,265908.0,6.91,28.0,0.02778,0.6103,64.4,17.5,129.2,2019.0,85.55,32.31,1
Kia,SUV,NMC,FWD,613.0,257997.0,11.12,31.92,0.03245,0.6669,64.7,35.8,78.6,2015.0,81.36,24.16,1
Ford,Sedan,LFP,FWD,341.0,81104.0,7.72,1.56,0.01671,0.5804,23.0,18.3,36.3,2018.0,73.66,35.38,0
BMW,Hatchback,NMC,RWD,937.0,236091.0,10.98,43.5,0.04119,0.7628,70.0,76.8,73.9,2015.0,50.32,55.76,1
Rivian,Hatchback,NMC,AWD,929.0,,9.84,40.86,0.03155,0.805,84.6,65.0,54.4,2016.0,38.74,40.2,1
Tata,Sedan,NMC,FWD,254.0,97192.0,4.88,22.4,0.02197,0.6068,65.4,79.3,76.3,,69.93,41.13,0
Hyundai,SUV,NMC,AWD,202.0,89548.0,1.98,15.32,0.02025,0.4806,52.6,45.3,135.8,2024.0,90.34,27.23,0
Kia,Sedan,NMC,FWD,437.0,190824.0,8.89,16.59,0.01939,0.5296,59.9,4.4,,2017.0,71.58,29.22,0
Tesla,Sedan,NCA,AWD,374.0,115922.0,4.95,26.96,0.02883,0.5904,79.0,29.5,,2021.0,60.9,46.05,1
Volkswagen,Crossover,NMC,FWD,633.0,264785.0,10.91,29.18,0.02764,0.5872,65.4,25.3,82.8,2015.0,74.59,23.9,1
Volkswagen,Crossover,NMC,AWD,424.0,140768.0,6.0,26.08,,0.6349,69.0,81.0,79.9,2020.0,74.27,48.18,0
Mercedes,Van,NCA,RWD,513.0,208681.0,6.24,32.65,,0.5262,75.4,58.4,113.3,2020.0,81.4,48.33,1
GM,Sedan,NMC,RWD,914.0,337093.0,10.21,44.79,0.03633,0.7585,82.4,71.5,107.8,2016.0,69.66,44.18,1
Tesla,Crossover,NMC,,893.0,296953.0,9.8,36.27,0.03555,0.7161,69.0,,101.7,2016.0,67.46,34.73,1
Rivian,Crossover,NMC,AWD,433.0,160327.0,8.81,22.71,0.02017,0.5634,52.9,54.2,58.9,2017.0,78.3,61.9,0
Volvo,,NMC,RWD,736.0,189178.0,9.01,31.4,0.03358,0.6467,63.4,60.2,72.0,2017.0,49.69,33.31,1
Rivian,SUV,NMC,AWD,944.0,292137.0,10.13,41.03,0.03304,0.7636,66.8,,95.4,2016.0,65.34,45.64,1
GM,Sedan,NMC,RWD,552.0,211601.0,9.79,29.73,0.02517,0.6129,57.0,0.0,69.2,2016.0,72.13,23.69,0
Toyota,Truck,NMC,RWD,164.0,73245.0,3.0,11.46,0.01519,0.4813,52.8,42.0,67.1,2023.0,124.17,,0
Tesla,Hatchback,NMC,RWD,1719.0,315685.0,10.11,55.04,0.03683,,74.1,27.0,99.1,2016.0,38.06,36.91,1
Mahindra,Sedan,NMC,AWD,223.0,74061.0,4.95,13.64,0.01473,0.5249,48.8,48.8,47.1,2021.0,70.18,46.15,0
Volkswagen,Hatchback,NMC,RWD,542.0,121239.0,11.11,31.44,0.0414,0.6809,65.7,44.6,33.2,2015.0,44.67,38.03,1
Tesla,Hatchback,NCA,RWD,1633.0,333282.0,9.06,59.61,0.03803,0.7615,86.2,51.5,123.1,2017.0,40.16,43.97,1
Hyundai,SUV,NMC,FWD,86.0,67871.0,1.86,2.42,0.00964,0.3972,43.1,62.8,113.4,2024.0,98.21,76.0,0
Hyundai,Van,NMC,FWD,383.0,174802.0,9.04,22.88,0.02397,0.5951,58.8,37.5,63.8,2017.0,86.92,28.82,0
Mercedes,Crossover,NMC,FWD,171.0,59181.0,3.65,3.75,0.01222,0.4401,56.8,28.5,59.4,2022.0,71.64,36.5,0
Volkswagen,Hatchback,NMC,FWD,1113.0,221744.0,8.94,44.69,0.02745,0.811,66.7,48.4,79.7,2017.0,39.8,49.77,0
Ford,Hatchback,NMC,RWD,461.0,82017.0,5.12,19.68,0.01753,0.5199,42.2,3.6,50.7,,35.47,36.63,0
Ford,Sedan,NMC,AWD,234.0,52041.0,4.03,9.04,0.00696,0.4767,55.9,15.7,51.4,2022.0,62.16,40.18,0
Mercedes,SUV,NMC,RWD,536.0,258176.0,7.83,25.61,0.02634,0.6216,62.4,59.6,107.9,2018.0,90.94,49.53,1
GM,Sedan,NMC,AWD,46.0,34091.0,8.12,3.16,0.00662,0.4256,50.7,33.6,17.8,2018.0,72.94,48.66,0
Hyundai,Crossover,NMC,RWD,879.0,260512.0,10.18,43.22,0.03546,0.7394,62.9,48.3,83.1,2016.0,61.15,32.25,1
Hyundai,Truck,NMC,FWD,93.0,65831.0,5.0,7.54,,0.5119,55.8,18.6,43.4,2021.0,108.19,26.52,0
Renault,Sedan,LMO,FWD,263.0,99133.0,6.93,,0.03089,0.9421,,76.9,45.8,2019.0,64.26,20.29,1
Tesla,Hatchback,NMC,FWD,789.0,159208.0,4.95,42.28,0.03965,0.8022,67.0,51.4,105.0,2021.0,42.95,31.83,1
Kia,Hatchback,NMC,,180.0,54018.0,3.85,12.36,0.01335,0.5198,49.2,62.9,49.8,2022.0,60.12,41.87,0
Tesla,Sedan,NMC,FWD,319.0,90328.0,4.02,16.41,0.02172,0.5446,61.0,35.6,75.1,2022.0,62.07,42.8,0
Rivian,Van,NMC,AWD,60.0,53298.0,4.88,,0.00731,0.4139,49.3,7.9,40.1,2021.0,77.61,17.75,0
GM,SUV,NMC,FWD,532.0,177635.0,10.63,29.69,0.02701,0.6892,82.6,37.6,,2015.0,81.05,28.2,1
BMW,Crossover,NMC,FWD,748.0,316109.0,10.95,36.04,0.02933,0.6401,60.9,45.1,95.3,2015.0,78.46,42.5,0
Tesla,Crossover,NCA,RWD,122.0,27837.0,6.79,8.1,0.02206,0.3777,51.8,14.3,13.7,2019.0,66.24,40.7,0
Rivian,SUV,NMC,RWD,453.0,187389.0,8.86,24.78,0.02229,,60.8,38.0,66.6,2017.0,82.15,39.33,0
MG,Truck,LFP,FWD,,34248.0,,0.2,0.01898,,17.9,46.9,6.7,2015.0,132.16,38.89,0
,Van,LFP,AWD,300.0,60734.0,7.09,0.2,0.00616,0.5487,16.6,13.6,26.5,2019.0,77.66,39.51,0
Volkswagen,SUV,NMC,AWD,66.0,19062.0,2.02,14.62,0.01754,0.6379,59.2,71.0,,2024.0,91.85,28.41,0
Mercedes,SUV,NMC,FWD,,54474.0,8.8,2.47,0.00411,0.3844,53.4,5.5,21.8,2017.0,93.27,20.85,0
GM,Crossover,NMC,AWD,775.0,291241.0,10.09,,0.03391,0.7002,,8.9,94.8,2016.0,72.51,,0
Mahindra,Truck,LFP,RWD,266.0,108196.0,9.83,7.97,0.01451,0.641,,43.9,42.7,2016.0,125.88,30.04,0
Nissan,SUV,NMC,AWD,371.0,184722.0,6.98,24.4,0.02528,0.5856,64.7,40.0,89.5,2019.0,86.78,17.69,1
BYD,SUV,LFP,FWD,45.0,14387.0,2.07,2.53,0.01169,0.6169,18.4,24.8,22.4,2024.0,,25.41,0
Honda,Hatchback,NMC,FWD,718.0,188215.0,8.1,35.16,0.03104,0.6706,61.1,,76.8,2018.0,55.86,31.89,0
BYD,SUV,NMC,FWD,374.0,224052.0,7.74,26.17,0.02996,0.6225,66.8,62.5,97.0,2018.0,105.81,46.5,1
Volkswagen,Hatchback,NMC,RWD,923.0,157540.0,4.82,42.73,0.03212,0.7284,59.8,71.6,111.5,2021.0,35.24,59.64,0
BMW,Crossover,NCA,FWD,641.0,232479.0,11.0,33.92,0.03461,0.5747,69.9,32.3,66.4,2015.0,76.78,39.84,1
Toyota,SUV,NMC,AWD,371.0,198038.0,8.72,22.7,0.02686,0.6386,66.4,93.3,74.8,2017.0,92.88,,1
GM,Hatchback,LFP,RWD,1863.0,323766.0,9.05,29.61,,0.8876,27.3,94.4,116.6,2017.0,36.44,62.23,1
Volvo,SUV,NMC,AWD,88.0,51569.0,10.28,2.54,0.01375,0.4249,44.5,18.3,16.9,2016.0,89.79,27.87,0
BYD,Hatchback,LFP,FWD,593.0,156895.0,6.85,6.85,0.01512,0.6405,25.4,48.1,71.4,2019.0,48.55,,0
,Sedan,,RWD,293.0,83640.0,2.99,17.01,0.01491,0.5134,55.8,35.6,86.6,2023.0,63.7,17.85,0
Ford,Hatchback,NMC,RWD,1537.0,371541.0,11.28,52.05,0.03373,0.8059,63.4,53.5,116.5,2015.0,46.83,52.53,1
Mahindra,Sedan,NMC,AWD,111.0,42690.0,3.98,1.67,0.01162,0.3599,48.7,9.8,41.1,,60.91,32.41,0
Tata,Hatchback,NMC,AWD,644.0,114399.0,7.94,28.83,0.01945,0.6809,60.3,28.8,43.7,2018.0,38.85,32.6,0
Tesla,Hatchback,NMC,RWD,852.0,212676.0,9.92,37.36,0.02895,0.7382,58.5,34.9,71.2,2016.0,46.95,53.88,1
Renault,Hatchback,NMC,AWD,615.0,110869.0,7.03,29.52,0.02743,0.626,65.8,38.8,52.6,2019.0,37.77,33.29,1
Audi,SUV,NCA,FWD,247.0,115193.0,11.26,15.32,0.02554,0.3978,63.3,16.7,31.7,2015.0,97.32,36.21,0
Audi,Sedan,NMC,RWD,1526.0,341278.0,9.09,56.12,0.04207,0.8679,77.6,64.7,124.4,,46.41,52.88,1
Tesla,Hatchback,NCA,AWD,574.0,161400.0,11.24,45.96,0.03203,0.8318,93.5,88.0,43.4,2015.0,55.17,27.42,1
,SUV,LFP,FWD,317.0,110832.0,6.88,1.52,0.0114,0.5687,33.3,28.7,56.8,2019.0,92.17,47.71,0
Tesla,SUV,NCA,FWD,738.0,308210.0,9.89,,0.03504,0.7323,70.7,58.3,101.9,,85.04,48.22,1
Tata,Crossover,NMC,RWD,146.0,39044.0,3.09,,0.02366,0.4682,59.7,17.5,31.6,2023.0,95.92,37.72,0
Volkswagen,SUV,NMC,FWD,507.0,231675.0,11.29,29.39,0.03416,0.6071,64.2,43.3,70.1,2015.0,90.55,,0
Tata,SUV,NMC,FWD,96.0,65866.0,4.11,,0.007,0.4518,44.5,48.1,52.5,2022.0,81.28,54.03,0
Ford,Sedan,NMC,FWD,,49673.0,3.32,27.05,0.03033,0.747,71.6,100.0,,2023.0,60.14,65.4,1
Tesla,Crossover,NCA,FWD,561.0,209540.0,10.84,37.71,0.0351,0.6203,79.3,51.5,64.2,2015.0,77.18,51.84,1
Mahindra,Hatchback,NMC,RWD,1091.0,248739.0,9.22,39.33,0.03528,0.7244,74.4,30.6,89.5,2017.0,47.77,30.85,1
MG,Crossover,LFP,AWD,579.0,151236.0,7.98,5.81,0.02254,0.574,29.0,16.0,63.9,2018.0,66.98,38.95,0
GM,Crossover,NMC,RWD,529.0,151849.0,10.78,31.21,0.02589,0.6662,68.0,49.1,44.6,2015.0,68.86,41.91,1
BMW,SUV,NMC,AWD,177.0,94026.0,6.26,7.0,0.01561,0.4245,59.9,14.0,47.6,2020.0,83.85,45.78,0
Volkswagen,Sedan,NMC,AWD,55.0,16515.0,2.13,3.31,0.01461,0.3852,52.3,49.3,67.8,2024.0,58.78,56.22,0
GM,Crossover,NMC,FWD,839.0,,9.16,36.51,0.03813,0.629,71.2,53.7,112.1,2017.0,71.35,41.47,1
Tesla,Sedan,NMC,RWD,,134772.0,9.27,25.73,0.02741,0.6697,69.8,62.2,44.2,2017.0,58.66,53.24,1
Nissan,SUV,LMO,AWD,493.0,257229.0,9.9,46.63,0.04114,0.8341,64.7,45.7,85.4,2016.0,97.76,37.28,1
Volvo,SUV,NMC,AWD,349.0,178350.0,11.17,19.74,0.02458,0.5663,54.3,19.0,,2015.0,,27.0,0
Honda,SUV,NMC,FWD,29.0,39756.0,3.02,0.2,0.01167,0.3806,38.5,49.1,33.4,2023.0,87.18,46.29,0
Honda,Hatchback,NMC,FWD,1730.0,331867.0,8.81,,0.03586,1.0847,87.7,100.0,126.0,2017.0,38.32,50.7,1
Nissan,Van,NMC,RWD,762.0,337698.0,8.73,35.57,0.03312,0.8048,74.9,80.1,128.8,2017.0,88.16,48.98,1
,SUV,NMC,AWD,98.0,56079.0,3.89,5.34,0.01283,0.3737,54.0,29.9,51.3,2022.0,84.49,33.17,0
,SUV,LFP,RWD,40.0,16281.0,9.07,0.2,0.0144,0.5575,24.9,,8.9,2017.0,90.78,32.79,0
Volkswagen,Crossover,NMC,RWD,626.0,238907.0,8.92,33.44,0.03791,0.6645,59.1,45.0,85.6,2017.0,74.45,,1
Audi,Sedan,NCA,RWD,1351.0,357642.0,10.97,54.68,0.03892,0.7524,84.2,34.0,109.2,2015.0,54.64,44.49,1
Volkswagen,SUV,NMC,FWD,749.0,283787.0,8.2,31.28,0.027,0.637,63.0,48.0,109.7,2018.0,79.01,42.31,1
Ford,SUV,NMC,AWD,590.0,235757.0,9.15,31.44,0.03096,0.7001,79.5,30.6,87.0,2017.0,84.37,16.0,1
Tesla,Crossover,NMC,FWD,677.0,286936.0,10.77,32.33,0.0335,0.6879,72.4,54.0,87.9,2015.0,76.37,52.41,1
Ford,Truck,NMC,RWD,156.0,106845.0,11.11,6.96,0.01179,0.4606,51.9,17.9,32.7,2015.0,99.25,34.68,0
Rivian,SUV,NCA,RWD,433.0,187622.0,8.15,,0.03117,,88.6,100.0,81.1,2018.0,83.79,29.24,1
Honda,Crossover,NMC,RWD,149.0,62059.0,5.7,5.92,0.01029,0.442,56.7,10.9,35.2,2020.0,,26.17,0
Tesla,Sedan,NMC,FWD,1062.0,283432.0,10.19,42.79,0.03534,0.7592,66.0,50.9,95.8,2016.0,54.07,39.46,0
Volkswagen,Crossover,LFP,AWD,362.0,101054.0,9.41,7.21,0.01409,0.5951,19.7,29.7,33.5,2017.0,61.33,45.92,0
Volvo,Hatchback,NMC,RWD,828.0,146649.0,10.04,42.19,0.03652,0.809,64.1,26.8,45.7,2016.0,33.43,21.59,1
BYD,SUV,LFP,AWD,583.0,205127.0,11.02,7.89,0.02673,0.6038,21.7,6.7,58.6,2015.0,67.81,19.81,0
BYD,SUV,LFP,FWD,94.0,65805.0,10.77,2.38,0.01244,0.5933,22.9,49.6,18.0,2015.0,92.63,33.09,0
Tesla,SUV,NCA,AWD,146.0,94215.0,9.43,9.16,0.02159,0.4349,63.7,46.8,36.7,2016.0,97.2,54.6,0
GM,Hatchback,LFP,RWD,127.0,36868.0,2.84,0.2,0.00968,0.612,21.5,0.0,34.3,2023.0,47.07,,0
Ford,Hatchback,NMC,FWD,557.0,159435.0,,26.79,0.02242,0.688,71.6,63.0,72.2,2019.0,62.89,44.17,1
Tesla,Hatchback,NCA,AWD,1488.0,,10.82,59.17,0.04464,0.7836,85.0,39.1,87.3,2015.0,39.89,30.45,1
,SUV,LFP,FWD,195.0,142194.0,4.08,6.43,0.00844,0.6871,27.6,46.0,119.8,2022.0,90.81,20.9,0
Volkswagen,SUV,NMC,RWD,141.0,62616.0,4.85,13.97,0.02251,0.4665,59.6,43.3,42.1,2021.0,104.39,45.26,0
Honda,SUV,NMC,FWD,313.0,119303.0,9.75,22.75,0.02207,0.5141,54.1,60.5,42.3,2016.0,87.99,31.13,1
Rivian,Crossover,NCA,AWD,720.0,222997.0,8.18,52.57,0.03638,0.8129,87.6,86.6,,2018.0,61.56,32.47,1
BMW,Crossover,NMC,AWD,158.0,77724.0,11.14,15.22,0.02732,2.0937,63.1,42.8,23.4,2015.0,94.36,45.36,0
Volkswagen,Van,LFP,FWD,1.0,13652.0,2.05,0.2,0.0072,0.5616,12.2,38.0,25.1,2024.0,88.8,43.75,0
Kia,Van,LFP,FWD,102.0,33215.0,2.39,0.2,0.00786,0.5186,19.0,31.7,60.4,2024.0,78.06,41.42,0
BMW,Sedan,NMC,RWD,1229.0,414522.0,9.78,48.31,0.04247,0.7957,70.9,60.5,143.2,,71.79,52.0,1
Mercedes,SUV,NMC,AWD,47.0,10575.0,2.88,8.74,0.01812,0.523,58.3,78.0,17.4,2023.0,75.08,54.93,0
Tesla,Hatchback,NMC,RWD,792.0,224138.0,9.08,35.93,0.03489,0.7181,81.3,54.5,79.4,2017.0,55.11,45.94,1
Tata,SUV,LTO,AWD,302.0,137295.0,9.08,2.12,0.01381,0.2492,11.8,52.6,47.4,2017.0,96.16,,0
Renault,Sedan,LMO,FWD,563.0,222970.0,10.0,49.9,0.04063,0.8287,74.8,79.2,73.3,2016.0,78.18,69.57,1
Volkswagen,Truck,NMC,FWD,828.0,374628.0,10.91,35.49,0.02943,0.6731,67.8,24.4,119.0,2015.0,95.43,25.69,1
Ford,SUV,NMC,FWD,149.0,49947.0,8.93,13.87,0.02902,0.4932,51.5,30.5,20.5,2017.0,77.16,24.98,0
Hyundai,Sedan,NMC,FWD,434.0,153735.0,11.16,26.58,0.02747,0.5723,80.4,43.0,50.1,2015.0,84.59,39.31,1
Mercedes,Sedan,NMC,FWD,1.0,11965.0,9.68,0.2,0.01681,,49.2,44.7,3.0,2016.0,76.45,36.78,0
Tesla,SUV,NMC,RWD,,77614.0,2.73,,0.01264,0.4337,52.8,26.1,101.8,2023.0,85.65,31.59,0
GM,SUV,NMC,FWD,390.0,204374.0,10.03,21.16,0.01365,0.6037,55.4,36.1,68.1,2016.0,93.27,41.08,0
Tata,SUV,,FWD,536.0,236868.0,6.15,34.6,0.03484,0.6608,60.5,95.5,128.9,2020.0,90.09,66.51,1
MG,SUV,LFP,FWD,289.0,81390.0,6.84,0.2,0.01739,0.5493,25.2,1.5,42.7,2019.0,82.66,36.22,0
Hyundai,Sedan,NMC,FWD,25.0,18251.0,2.09,2.98,0.0085,0.4259,,36.5,51.3,2024.0,74.2,38.08,0
Nissan,Crossover,NMC,RWD,1.0,1081.0,10.13,0.82,0.00848,0.3745,51.5,52.5,3.0,2016.0,76.14,56.24,0
Mercedes,SUV,NMC,AWD,358.0,156283.0,8.83,13.35,0.01691,0.5109,61.1,14.1,56.7,2017.0,94.68,33.69,0
Kia,Hatchback,NMC,AWD,997.0,235146.0,9.91,40.5,0.03204,0.7174,62.8,29.0,79.8,2016.0,49.5,,1
Tesla,Hatchback,NCA,FWD,652.0,173755.0,8.02,38.58,0.03482,0.609,85.1,24.0,71.5,2018.0,53.98,28.08,1
Mercedes,Crossover,NMC,FWD,654.0,246600.0,9.97,37.82,0.03309,0.7132,67.2,47.1,,2016.0,75.76,45.07,1
Tesla,SUV,NMC,FWD,154.0,106625.0,8.08,15.5,0.01808,0.5563,54.5,81.1,37.0,2018.0,97.51,48.02,0
Renault,Sedan,,AWD,171.0,67132.0,2.89,18.19,0.01521,0.5665,49.3,2.4,,2023.0,73.8,29.6,0
Tata,SUV,NMC,AWD,526.0,277886.0,10.13,27.47,0.02535,0.6189,,35.6,92.6,2016.0,104.05,26.0,1
BMW,Sedan,NMC,AWD,96.0,42888.0,9.96,4.92,0.01802,0.4256,49.7,33.7,15.1,2016.0,62.44,22.16,1
Mercedes,Crossover,NMC,FWD,214.0,60990.0,6.99,9.85,0.01304,0.3939,51.8,,29.8,2019.0,83.11,30.87,0
Volvo,Van,NMC,RWD,981.0,356847.0,10.87,45.64,0.04354,0.836,72.8,56.8,108.1,2015.0,77.63,51.75,1
Kia,SUV,NMC,AWD,286.0,135329.0,7.15,19.37,0.02494,0.5523,54.7,39.1,64.4,2019.0,94.2,,0
Toyota,Sedan,NMC,FWD,1147.0,353916.0,10.03,48.15,0.02867,0.7823,71.4,55.4,117.3,2016.0,59.49,47.04,1
BYD,Crossover,LFP,FWD,294.0,101158.0,7.24,2.22,,0.5648,31.4,0.0,49.0,2019.0,73.42,21.97,0
Mercedes,Sedan,NMC,FWD,126.0,32177.0,8.13,7.92,0.01271,0.4841,52.1,31.6,17.1,2018.0,67.85,46.67,0
,Crossover,NCA,FWD,822.0,217302.0,10.0,49.21,0.03653,0.686,82.8,90.3,71.6,2016.0,52.75,56.37,1
Tesla,Sedan,NMC,RWD,355.0,145295.0,8.99,,0.02263,0.7863,67.3,80.3,49.6,2017.0,67.52,31.64,1
Ford,Crossover,NMC,RWD,236.0,88502.0,11.09,8.36,0.01264,0.4301,54.7,0.0,26.5,2015.0,77.02,24.93,0
GM,Hatchback,NMC,AWD,1070.0,207679.0,,40.38,0.03291,0.6891,66.0,56.2,,2021.0,40.5,56.6,1
Tesla,Hatchback,NCA,,586.0,141585.0,4.26,32.47,0.0306,0.5351,79.1,48.2,113.4,2022.0,49.75,50.7,1
Rivian,SUV,NCA,RWD,783.0,297333.0,7.79,45.78,0.03606,0.6499,81.7,26.3,130.2,2018.0,75.48,18.56,1
Audi,Van,NMC,FWD,712.0,296807.0,11.18,34.28,0.02966,0.7139,63.3,61.2,90.1,2015.0,,59.39,1
Nissan,Crossover,NMC,FWD,868.0,323243.0,11.26,49.16,0.03633,0.9606,86.8,100.0,97.8,2015.0,71.12,54.28,1
Mahindra,,NMC,AWD,750.0,261295.0,10.78,35.89,0.04015,0.7082,61.8,1.2,78.2,2015.0,66.69,25.46,1
Hyundai,Sedan,NMC,AWD,161.0,51806.0,5.92,5.92,0.01291,0.4778,46.2,13.8,24.2,2020.0,72.0,39.8,0
Rivian,Hatchback,NCA,AWD,562.0,141232.0,5.2,38.23,0.03405,0.596,75.5,60.3,84.7,2021.0,50.06,59.29,1
Volkswagen,Sedan,NMC,,845.0,262114.0,9.02,38.59,0.02895,0.6916,60.7,31.1,102.5,,70.73,42.01,0
Lucid,Sedan,NCA,FWD,286.0,72466.0,2.93,17.41,0.01513,0.4543,72.3,13.3,71.6,,68.45,29.06,0
Tesla,SUV,NCA,FWD,313.0,124214.0,,27.8,0.02903,0.6089,90.5,48.4,82.3,2021.0,79.34,22.97,1
Hyundai,Crossover,NMC,AWD,139.0,59808.0,4.22,3.1,0.01247,0.4178,44.4,5.0,48.1,2022.0,69.87,28.22,0
Tesla,Crossover,NMC,FWD,576.0,185895.0,9.33,30.86,0.02598,0.627,60.1,30.8,73.1,2017.0,69.25,32.9,1
BMW,Sedan,NMC,,855.0,,9.86,43.12,0.04039,0.8097,66.1,55.4,91.0,2016.0,61.99,40.73,1
Volkswagen,Hatchback,NMC,RWD,462.0,83379.0,5.09,26.22,0.02903,0.5563,58.6,91.8,56.8,2021.0,39.1,66.89,0
Tata,SUV,LFP,AWD,41.0,36415.0,5.22,2.86,0.0106,0.6377,33.2,32.9,21.8,2021.0,80.52,41.74,0
Nissan,Hatchback,LMO,FWD,64.0,11349.0,2.17,8.99,0.00966,0.4979,48.4,48.4,29.7,2024.0,43.33,42.82,0
BMW,SUV,NMC,FWD,288.0,145215.0,11.19,15.49,0.02486,0.5542,64.0,25.7,45.3,2015.0,97.34,32.49,1
Hyundai,SUV,NMC,RWD,857.0,399225.0,10.11,38.08,0.03141,0.7521,71.7,29.8,134.1,2016.0,95.24,26.48,1
MG,Hatchback,NMC,FWD,598.0,,10.75,27.57,0.02561,0.5957,58.0,0.0,51.4,2015.0,54.93,,0
Volvo,Crossover,NMC,FWD,599.0,173095.0,4.0,36.16,0.03232,0.6923,52.8,43.6,131.4,2022.0,65.32,34.19,1
BYD,Van,LFP,AWD,566.0,190246.0,10.2,4.25,0.01681,0.6156,24.4,0.0,63.1,2016.0,97.01,13.64,0
BYD,Truck,LFP,FWD,1.0,19323.0,4.06,0.2,0.01277,0.5263,13.0,2.3,8.4,,114.03,19.58,0
BYD,Hatchback,LFP,AWD,314.0,82615.0,2.98,0.49,0.00643,0.5851,15.0,21.9,99.4,2023.0,49.91,39.78,0
BYD,SUV,LFP,FWD,622.0,252680.0,8.17,8.02,0.02072,,35.2,,101.2,2018.0,83.55,39.89,0
Tesla,Crossover,NCA,,86.0,37770.0,,15.42,0.01684,0.5325,80.3,100.0,20.9,2021.0,67.98,57.47,0
Audi,Truck,NMC,FWD,334.0,221487.0,10.03,16.9,0.02258,0.5731,,65.9,70.9,2016.0,126.5,53.13,0
Nissan,Hatchback,,FWD,1035.0,310992.0,6.94,53.27,0.03536,0.9084,83.5,,150.6,2019.0,59.79,64.97,1
Kia,Hatchback,,AWD,31.0,15609.0,7.82,13.22,0.01847,0.6025,74.9,82.4,,2018.0,53.7,30.81,0
Hyundai,SUV,NMC,RWD,149.0,63576.0,11.17,7.42,0.01714,0.4123,48.4,22.7,20.1,2015.0,96.98,27.01,0
Tesla,Hatchback,NCA,FWD,748.0,208068.0,7.93,40.6,0.0275,0.6026,80.3,31.5,92.4,2018.0,56.16,41.08,1
BMW,Sedan,NMC,FWD,703.0,258338.0,10.83,31.37,0.02459,0.633,67.1,47.2,77.4,2015.0,68.11,44.79,1
Nissan,Hatchback,LMO,FWD,721.0,155428.0,4.88,53.52,0.03741,0.9057,,17.2,112.6,,44.77,38.32,1
Nissan,Sedan,LMO,FWD,627.0,183575.0,11.06,61.87,0.03554,1.2428,83.6,100.0,55.9,2015.0,62.42,66.38,1
Nissan,Hatchback,LMO,AWD,774.0,187370.0,6.01,55.41,0.04046,0.9102,64.4,54.7,105.8,2020.0,47.24,30.75,1
Ford,SUV,NMC,RWD,679.0,281517.0,9.03,36.19,0.0365,0.6157,65.7,31.3,105.3,2017.0,83.57,,1
Honda,SUV,NMC,,754.0,,9.77,38.36,,0.7307,72.9,,118.1,2016.0,90.06,38.78,1
Nissan,Van,LMO,FWD,15.0,9167.0,3.07,0.2,0.0103,0.4587,40.0,37.8,3.0,2023.0,90.85,48.02,0
Tesla,Sedan,NCA,FWD,1.0,500.0,1.91,0.2,0.00769,0.2994,52.7,38.2,19.3,2024.0,66.64,,0
Renault,Hatchback,,RWD,1106.0,,10.98,43.16,0.03916,0.7774,72.0,4.5,73.0,2015.0,47.14,33.21,1
Mercedes,Hatchback,NMC,FWD,928.0,169439.0,9.95,38.83,0.03563,0.713,70.5,57.2,54.4,2016.0,36.96,42.41,1
Mercedes,Hatchback,NMC,AWD,1137.0,,6.05,57.88,0.03683,1.064,89.4,95.0,109.7,2020.0,33.77,39.09,1
Tata,SUV,NMC,AWD,344.0,158346.0,4.9,23.89,0.02021,0.6535,68.8,64.9,,2021.0,86.74,29.64,1
BMW,Hatchback,NCA,FWD,417.0,86023.0,8.77,26.72,0.02724,0.5331,72.7,30.5,27.2,2017.0,44.04,39.93,1
BYD,Truck,NMC,RWD,175.0,107475.0,7.76,11.63,0.01677,0.4936,50.8,78.3,45.8,2018.0,121.46,44.88,0
MG,Sedan,LFP,FWD,167.0,72539.0,3.1,0.48,0.00682,0.5742,14.2,0.0,68.4,2023.0,70.94,33.31,0
Volkswagen,Sedan,NMC,RWD,1014.0,251724.0,6.93,44.85,0.03763,0.7933,70.6,43.6,126.8,2019.0,50.5,24.68,1
Rivian,Van,,FWD,417.0,163163.0,7.01,23.14,0.02535,0.6364,55.6,68.6,75.1,2019.0,90.95,41.12,1
Toyota,,NMC,FWD,,168027.0,9.78,31.59,0.02826,0.6273,62.1,27.0,58.8,2016.0,47.45,31.91,0
Tesla,Sedan,NCA,RWD,506.0,143820.0,7.11,32.61,0.02468,0.5846,64.9,31.1,65.9,,58.65,38.35,0
,Sedan,NMC,RWD,157.0,55922.0,4.92,8.33,0.01485,0.4032,54.0,47.7,48.2,2021.0,64.27,39.45,0
Ford,SUV,NMC,AWD,513.0,256938.0,10.02,27.37,0.03271,0.649,64.8,24.6,85.7,2016.0,87.85,43.97,0
